"locus","chr","start","stop"
"AT4G31380","4",15229837,15230382
"AT4G18120","4",10038878,10041950
"AT4G22110","4",11711422,11713946
"AT4G10090","4",6305455,6307286
"AT4G32560","4",15713866,15716035
"AT4G10110","4",6309606,6310809
"AT4G10100","4",6309091,6309381
"AT4G36940","4",17416938,17419883
"AT4G31590","4",15309889,15312336
"AT4G11010","4",6732780,6734298
"AT4G28510","4",14084970,14086372
"AT4G12750","4",7498009,7503920
"AT4G06599","4",3666079,3667495
"AT4G28395","4",14043991,14044728
"AT4G06598","4",3663945,3665395
"AT4G03175","4",1402187,1402864
"AT4G03460","4",1536404,1540111
"AT4G39360","4",18303031,18303435
"AT4G35540","4",16873939,16875522
"AT4G08267","4",5216854,5217697
"AT4G26210","4",13282370,13283118
"AT4G26220","4",13284179,13285146
"AT4G28380","4",14039756,14040931
"AT4G35530","4",16871925,16873280
"AT4G28390","4",14041486,14042781
"AT4G03450","4",1529612,1531736
"AT4G26230","4",13286026,13286553
"AT4G08270","4",5218105,5218404
"AT4G28410","4",14052391,14054846
"AT4G32540","4",15700904,15702870
"AT4G35570","4",16887363,16888184
"AT4G31750","4",15364657,15367207
"AT4G31740","4",15363778,15364349
"AT4G26200","4",13275307,13276946
"AT4G39350","4",18297078,18301890
"AT4G31730","4",15361207,15361683
"AT4G08280","4",5230345,5231196
"AT4G35550","4",16875814,16877167
"AT4G31760","4",15368032,15369724
"AT4G03480","4",1546024,1548871
"AT4G28400","4",14048499,14050118
"AT4G31780","4",15374222,15376961
"AT4G12740","4",7494578,7497596
"AT4G03470","4",1542059,1544283
"AT4G28405","4",14050579,14050794
"AT4G31770","4",15370296,15372422
"AT4G16550","4",9318442,9324254
"AT4G26240","4",13287011,13288896
"AT4G28370","4",14035016,14039122
"AT4G28365","4",14033012,14033688
"AT4G27620","4",13789059,13790516
"AT4G12780","4",7512200,7516655
"AT4G35420","4",16834091,16835611
"AT4G35430","4",16836186,16836383
"AT4G03430","4",1517411,1520500
"AT4G26290","4",13307595,13307822
"AT4G26300","4",13308400,13313109
"AT4G03420","4",1512226,1513594
"AT4G31805","4",15385454,15386775
"AT4G35410","4",16832572,16833796
"AT4G31820","4",15390788,15393627
"AT4G03415","4",1503789,1505510
"AT4G12790","4",7517280,7518892
"AT4G35390","4",16829603,16830502
"AT4G18335","4",10128869,10129363
"AT4G31810","4",15387365,15390290
"AT4G02750","4",1221116,1223461
"AT4G31800","4",15383296,15384812
"AT4G35510","4",16860712,16861713
"AT4G35520","4",16865488,16871527
"AT4G12760","4",7504876,7506091
"AT4G26250","4",13289641,13291053
"AT4G27110","4",13599236,13601521
"AT4G12770","4",7506736,7511408
"AT4G03170","4",1400832,1401584
"AT4G35460","4",16842218,16843740
"AT4G26280","4",13304721,13305722
"AT4G35470","4",16846531,16848448
"AT4G26270","4",13301094,13304030
"AT4G31790","4",15377479,15378530
"AT4G35490","4",16855918,16856385
"AT4G35480","4",16852233,16852835
"AT4G03440","4",1524199,1527133
"AT4G39340","4",18293129,18293512
"AT4G31720","4",15354223,15355704
"AT4G35660","4",16912792,16913658
"AT4G39260","4",18274166,18274958
"AT4G31660","4",15334019,15335106
"AT4G18310","4",10122075,10122990
"AT4G31640","4",15328357,15329658
"AT4G31650","4",15331140,15333321
"AT4G18300","4",10118852,10120981
"AT4G31630","4",15325343,15327220
"AT4G28470","4",14067082,14072357
"AT4G03180","4",1403289,1404663
"AT4G35640","4",16905755,16907977
"AT4G31680","4",15340289,15342080
"AT4G28460","4",14066083,14066301
"AT4G35650","4",16908584,16909973
"AT4G31670","4",15336007,15339506
"AT4G31620","4",15322759,15324658
"AT4G35670","4",16914996,16917201
"AT4G28480","4",14073310,14075091
"AT4G35680","4",16917938,16919749
"AT4G28500","4",14083014,14084266
"AT4G08350","4",5286351,5292072
"AT4G18270","4",10099364,10101897
"AT4G03550","4",1573513,1579195
"AT4G18290","4",10115418,10118477
"AT4G31615","4",15320297,15322194
"AT4G03190","4",1405108,1407057
"AT4G03540","4",1570042,1571483
"AT4G08330","4",5255384,5256525
"AT4G18280","4",10104082,10104555
"AT4G28485","4",14075321,14076011
"AT4G31600","4",15315232,15316909
"AT4G28490","4",14077894,14080965
"AT4G31610","4",15317700,15319776
"AT4G26180","4",13260263,13261887
"AT4G08310","4",5249047,5252139
"AT4G28430","4",14057846,14059772
"AT4G39290","4",18285205,18286302
"AT4G31690","4",15343327,15345161
"AT4G03510","4",1557905,1558654
"AT4G26170","4",13256930,13259382
"AT4G39300","4",18286835,18287823
"AT4G26160","4",13255296,13256632
"AT4G08300","4",5245024,5248153
"AT4G39330","4",18291268,18292772
"AT4G27610","4",13785648,13787332
"AT4G26190","4",13262473,13266282
"AT4G03500","4",1553453,1556571
"AT4G31710","4",15349121,15352962
"AT4G39320","4",18289102,18289702
"AT4G31700","4",15346306,15347714
"AT4G16540","4",9316023,9317153
"AT4G26150","4",13253210,13254659
"AT4G39280","4",18281641,18284831
"AT4G28440","4",14060054,14060970
"AT4G28450","4",14061724,14064582
"AT4G35620","4",16901744,16903766
"AT4G26140","4",13243219,13247823
"AT4G35590","4",16892909,16894865
"AT4G03520","4",1562585,1564055
"AT4G35630","4",16904205,16905497
"AT4G35610","4",16899410,16900225
"AT4G11020","4",6734777,6736075
"AT4G24650","4",12720466,12721422
"AT4G19520","4",10639488,10647070
"AT4G36930","4",17414167,17415945
"AT4G33820","4",16217010,16219515
"AT4G02460","4",1076306,1080510
"AT4G28980","4",14288471,14290102
"AT4G13820","4",8008535,8010694
"AT4G33810","4",16213324,16215594
"AT4G33800","4",16210404,16211307
"AT4G12530","4",7428141,7428494
"AT4G12520","4",7421279,7421668
"AT4G30830","4",15015506,15016683
"AT4G13810","4",8005062,8007287
"AT4G36060","4",17055397,17056567
"AT4G30825","4",15009605,15012319
"AT4G30820","4",15007144,15008378
"AT4G30840","4",15017831,15019709
"AT4G27440","4",13725648,13727107
"AT4G13860","4",8022601,8023162
"AT4G33830","4",16220324,16222676
"AT4G30790","4",14993383,14997785
"AT4G30780","4",14990523,14992855
"AT4G30770","4",14986140,14986613
"AT4G34400","4",16445323,16447596
"AT4G39090","4",18215826,18217326
"AT4G30800","4",15001216,15002392
"AT4G39080","4",18209513,18214752
"AT4G13850","4",8021314,8022065
"AT4G30810","4",15003474,15006017
"AT4G13840","4",8014088,8016326
"AT4G27350","4",13690979,13692621
"AT4G12510","4",7417414,7417803
"AT4G12500","4",7414369,7414902
"AT4G25420","4",12990982,12992409
"AT4G25430","4",12998571,13000211
"AT4G36000","4",17037583,17038297
"AT4G25410","4",12985772,12987149
"AT4G36010","4",17039472,17040976
"AT4G25400","4",12981295,12982335
"AT4G02450","4",1073987,1075765
"AT4G02440","4",1072555,1073565
"AT4G25390","4",12977491,12979446
"AT4G30870","4",15028586,15032461
"AT4G13780","4",7993366,7998433
"AT4G25433","4",13001463,13001795
"AT4G13790","4",7999846,8000124
"AT4G13800","4",8002129,8003858
"AT4G30860","4",15024546,15027427
"AT4G29010","4",14297312,14302016
"AT4G39060","4",18202607,18204634
"AT4G39070","4",18205061,18206421
"AT4G25380","4",12975936,12976328
"AT4G36020","4",17043443,17044342
"AT4G12470","4",7401371,7401856
"AT4G30850","4",15020540,15022278
"AT4G12480","4",7406371,7406877
"AT4G12490","4",7409830,7410378
"AT4G16165","4",9164167,9164502
"AT4G02570","4",1129315,1133435
"AT4G12460","4",7391400,7396056
"AT4G12450","4",7385841,7386674
"AT4G36030","4",17045084,17047096
"AT4G29000","4",14293957,14296602
"AT4G36040","4",17049708,17050193
"AT4G30880","4",15035229,15035750
"AT4G30760","4",14982552,14983285
"AT4G30750","4",14981410,14982269
"AT4G36150","4",17104776,17108711
"AT4G34350","4",16428681,16431038
"AT4G12540","4",7429876,7431602
"AT4G13930","4",8048013,8050021
"AT4G09460","4",5993019,5994038
"AT4G09490","4",6015583,6016575
"AT4G13920","4",8043861,8046536
"AT4G30640","4",14952670,14953682
"AT4G30670","4",14957597,14957905
"AT4G28940","4",14274414,14276920
"AT4G30680","4",14958687,14960012
"AT4G36130","4",17097613,17098656
"AT4G30660","4",14955470,14955944
"AT4G36140","4",17098956,17104479
"AT4G39150","4",18233651,18235740
"AT4G30650","4",14954403,14954698
"AT4G30630","4",14951048,14952159
"AT4G36120","4",17093213,17096573
"AT4G09450","4",5983277,5984500
"AT4G13965","4",8066138,8067435
"AT4G28920","4",14268415,14269885
"AT4G12570","4",7445585,7448819
"AT4G34330","4",16424713,16425890
"AT4G13970","4",8070696,8074134
"AT4G09420","4",5962319,5963776
"AT4G12560","4",7441815,7443157
"AT4G06479","4",3067503,3068769
"AT4G12545","4",7434260,7434586
"AT4G13940","4",8054931,8056676
"AT4G28930","4",14271072,14271652
"AT4G09440","4",5982215,5982748
"AT4G34340","4",16426771,16427832
"AT4G09430","4",5970932,5975375
"AT4G13960","4",8060681,8062231
"AT4G13950","4",8058268,8058609
"AT4G12550","4",7439176,7439511
"AT4G30690","4",14960742,14962328
"AT4G36110","4",17090031,17090345
"AT4G06490","4",3116894,3117334
"AT4G09530","4",6029413,6029724
"AT4G02465","4",1080962,1081680
"AT4G33860","4",16230142,16232309
"AT4G36080","4",17059996,17077628
"AT4G09520","4",6024970,6026751
"AT4G34380","4",16438835,16440322
"AT4G34390","4",16441579,16444840
"AT4G30730","4",14976418,14976732
"AT4G13880","4",8026151,8028614
"AT4G30740","4",14979246,14979521
"AT4G13885","4",8028911,8030754
"AT4G39100","4",18218298,18220134
"AT4G09560","4",6041652,6043681
"AT4G09550","4",6039706,6039921
"AT4G13890","4",8032146,8033718
"AT4G39110","4",18222483,18225119
"AT4G33865","4",16233395,16234114
"AT4G09510","4",6021312,6023310
"AT4G30710","4",14965538,14967881
"AT4G28950","4",14278289,14279705
"AT4G02480","4",1082082,1088680
"AT4G30700","4",14962617,14964995
"AT4G34360","4",16432011,16433752
"AT4G36100","4",17082579,17083343
"AT4G39140","4",18229637,18231282
"AT4G30720","4",14972212,14975461
"AT4G39130","4",18228183,18228844
"AT4G39120","4",18225578,18227988
"AT4G33840","4",16223694,16226095
"AT4G34370","4",16434547,16437037
"AT4G27360","4",13694032,13694517
"AT4G33870","4",16234670,16236492
"AT4G13770","4",7990682,7992282
"AT4G30890","4",15036383,15038825
"AT4G07820","4",4636864,4637346
"AT4G13540","4",7869896,7870604
"AT4G25540","4",13042700,13048115
"AT4G13550","4",7871251,7876160
"AT4G31030","4",15111217,15111599
"AT4G07825","4",4643843,4644586
"AT4G13520","4",7864462,7864650
"AT4G31040","4",15111811,15113881
"AT4G20410","4",11014099,11016454
"AT4G31050","4",15114345,15115443
"AT4G27450","4",13727665,13728683
"AT4G25550","4",13048519,13050873
"AT4G29080","4",14323665,14325213
"AT4G38970","4",18163714,18165659
"AT4G16310","4",9218636,9224764
"AT4G12390","4",7336553,7337173
"AT4G29070","4",14322109,14323035
"AT4G12410","4",7342956,7343429
"AT4G25515","4",13028219,13031463
"AT4G12430","4",7365480,7367346
"AT4G13600","4",7911179,7912892
"AT4G13610","4",7915022,7921231
"AT4G31000","4",15103402,15105799
"AT4G33700","4",16176547,16179188
"AT4G25500","4",13025168,13027243
"AT4G25510","4",13027443,13028036
"AT4G25530","4",13039312,13042242
"AT4G31020","4",15108832,15110079
"AT4G12420","4",7349941,7352868
"AT4G16295","4",9215680,9216135
"AT4G13560","4",7879764,7880311
"AT4G13580","4",7900427,7901161
"AT4G25520","4",13032450,13035803
"AT4G13590","4",7901369,7903792
"AT4G31060","4",15116896,15117459
"AT4G31070","4",15118696,15120537
"AT4G25600","4",13060712,13062359
"AT4G25590","4",13059137,13060050
"AT4G29110","4",14348866,14349468
"AT4G25580","4",13056320,13058657
"AT4G20360","4",10990036,10991466
"AT4G31100","4",15123862,15126426
"AT4G29120","4",14350861,14351865
"AT4G20340","4",10985011,10987748
"AT4G38920","4",18147330,18148853
"AT4G31110","4",15127257,15129880
"AT4G33680","4",16171847,16174630
"AT4G25610","4",13063801,13066860
"AT4G16155","4",9153570,9157322
"AT4G20370","4",11001011,11002965
"AT4G02430","4",1069186,1071313
"AT4G38950","4",18154606,18158461
"AT4G38940","4",18152848,18153960
"AT4G20400","4",11009004,11013588
"AT4G29090","4",14333528,14335255
"AT4G33690","4",16175198,16176137
"AT4G20390","4",11007068,11007869
"AT4G06536","4",3360746,3361255
"AT4G25560","4",13052555,13053573
"AT4G25570","4",13053887,13055518
"AT4G13615","4",7924353,7925017
"AT4G29100","4",14341140,14344575
"AT4G06534","4",3356870,3358087
"AT4G13620","4",7932138,7933304
"AT4G06526","4",3318302,3320945
"AT4G25440","4",13007107,13009381
"AT4G27340","4",13687366,13690370
"AT4G39030","4",18185740,18188898
"AT4G29020","4",14305032,14305508
"AT4G35987","4",17035121,17036823
"AT4G29030","4",14307328,14307675
"AT4G33780","4",16202174,16203617
"AT4G13710","4",7962550,7966012
"AT4G30930","4",15050170,15051630
"AT4G29050","4",14314870,14316879
"AT4G03930","4",1870422,1872387
"AT4G39020","4",18182315,18184340
"AT4G29040","4",14312369,14314386
"AT4G25450","4",13009845,13013912
"AT4G13720","4",7967166,7968894
"AT4G13730","4",7970299,7974055
"AT4G30910","4",15042621,15045248
"AT4G39050","4",18193462,18200148
"AT4G13760","4",7988058,7989648
"AT4G30900","4",15040021,15042203
"AT4G07740","4",4539638,4540682
"AT4G39040","4",18189249,18190535
"AT4G13750","4",7975191,7987558
"AT4G33790","4",16204325,16207891
"AT4G25470","4",13015436,13016086
"AT4G30920","4",15046589,15049304
"AT4G12580","4",7449374,7449679
"AT4G35985","4",17032268,17033862
"AT4G30935","4",15051916,15053908
"AT4G38980","4",18166898,18167740
"AT4G33730","4",16185098,16185616
"AT4G13650","4",7939611,7942898
"AT4G03965","4",1889576,1890205
"AT4G33740","4",16187384,16188802
"AT4G30993","4",15098201,15099935
"AT4G13660","4",7946283,7948252
"AT4G30996","4",15101464,15102461
"AT4G33710","4",16181065,16181565
"AT4G13630","4",7934093,7936029
"AT4G33720","4",16182813,16183304
"AT4G38990","4",18169175,18170949
"AT4G13670","4",7948644,7950779
"AT4G03960","4",1887673,1889000
"AT4G03950","4",1879518,1881111
"AT4G30960","4",15067400,15068725
"AT4G30950","4",15057278,15059673
"AT4G39010","4",18176162,18179102
"AT4G35980","4",17030816,17031586
"AT4G03940","4",1873624,1875233
"AT4G30940","4",15055149,15056474
"AT4G25480","4",13018353,13019003
"AT4G25490","4",13021921,13022562
"AT4G30970","4",15069266,15074588
"AT4G35970","4",17028651,17030205
"AT4G30980","4",15079489,15081606
"AT4G13690","4",7953662,7955380
"AT4G13680","4",7951716,7952780
"AT4G39000","4",18171722,18173797
"AT4G33770","4",16193589,16196242
"AT4G13700","4",7957072,7958919
"AT4G33760","4",16189285,16193260
"AT4G35950","4",17024051,17025514
"AT4G29060","4",14317744,14321315
"AT4G12590","4",7451291,7452976
"AT4G14390","4",8289644,8292083
"AT4G34215","4",16380203,16381192
"AT4G14385","4",8287144,8288622
"AT4G36450","4",17210245,17211413
"AT4G14380","4",8285815,8286417
"AT4G16230","4",9185298,9186447
"AT4G34080","4",16326985,16327797
"AT4G36430","4",17204648,17205917
"AT4G36420","4",17203718,17204257
"AT4G34220","4",16381653,16384054
"AT4G36690","4",17294139,17297609
"AT4G36670","4",17287680,17289483
"AT4G08980","4",5758993,5760108
"AT4G36680","4",17292479,17293717
"AT4G36440","4",17207213,17209873
"AT4G34070","4",16323341,16325253
"AT4G27390","4",13703417,13704655
"AT4G09140","4",5817107,5821035
"AT4G28750","4",14202951,14203888
"AT4G14160","4",8167574,8173026
"AT4G28740","4",14201051,14202542
"AT4G34200","4",16374041,16376561
"AT4G14350","4",8256449,8259934
"AT4G34110","4",16336732,16339892
"AT4G08990","4",5764781,5770496
"AT4G36460","4",17212662,17213099
"AT4G14150","4",8158645,8165008
"AT4G14370","4",8279946,8283263
"AT4G16280","4",9207164,9214412
"AT4G14365","4",8271660,8273685
"AT4G34100","4",16330590,16334864
"AT4G34210","4",16379003,16379461
"AT4G28760","4",14208640,14211811
"AT4G14360","4",8267869,8270191
"AT4G16220","4",9182283,9183922
"AT4G36700","4",17298443,17300337
"AT4G09190","4",5855176,5856327
"AT4G14130","4",8137161,8138196
"AT4G34030","4",16301298,16303949
"AT4G09180","4",5847513,5849500
"AT4G09170","4",5843007,5843408
"AT4G34040","4",16304638,16307503
"AT4G16215","4",9179244,9179833
"AT4G09160","4",5839761,5842158
"AT4G36770","4",17330217,17331590
"AT4G28811","4",14225335,14227840
"AT4G36810","4",17343513,17344628
"AT4G09200","4",5859380,5861671
"AT4G14110","4",8133049,8134867
"AT4G34230","4",16386898,16388666
"AT4G36800","4",17341237,17342148
"AT4G36790","4",17336360,17338304
"AT4G07515","4",4315085,4315396
"AT4G14120","4",8135185,8136812
"AT4G36780","4",17332989,17334212
"AT4G14145","4",8152499,8153091
"AT4G27415","4",13710552,13710686
"AT4G36760","4",17326688,17329979
"AT4G28780","4",14215603,14217159
"AT4G36410","4",17201969,17202890
"AT4G36720","4",17307769,17309668
"AT4G36710","4",17306060,17307520
"AT4G36730","4",17309850,17311752
"AT4G36740","4",17314649,17316314
"AT4G34050","4",16310844,16311973
"AT4G36380","4",17187973,17192202
"AT4G28800","4",14221970,14224075
"AT4G36750","4",17324642,17326215
"AT4G36470","4",17215128,17216475
"AT4G36390","4",17194746,17197054
"AT4G36400","4",17197265,17200472
"AT4G34060","4",16314004,16319254
"AT4G27380","4",13701340,13702953
"AT4G14342","4",8253789,8255405
"AT4G09130","4",5815849,5816922
"AT4G36480","4",17218598,17221124
"AT4G14250","4",8208985,8213237
"AT4G09080","4",5804451,5806093
"AT4G36560","4",17252657,17252989
"AT4G36490","4",17222099,17224808
"AT4G16260","4",9200180,9201441
"AT4G34160","4",16357903,16359304
"AT4G34150","4",16355035,16356955
"AT4G28700","4",14161681,14163195
"AT4G14225","4",8198777,8199202
"AT4G09090","4",5807320,5807670
"AT4G14290","4",8225547,8230057
"AT4G02510","4",1104766,1109360
"AT4G28710","4",14172280,14181771
"AT4G28690","4",14159093,14160876
"AT4G14220","4",8196012,8198240
"AT4G02530","4",1112335,1114005
"AT4G14270","4",8218517,8219037
"AT4G14280","4",8222518,8225074
"AT4G14260","4",8216321,8217571
"AT4G14240","4",8204712,8207273
"AT4G34170","4",16368087,16369025
"AT4G36515","4",17229878,17230259
"AT4G02520","4",1110673,1111531
"AT4G28703","4",14166365,14166798
"AT4G36520","4",17230589,17235435
"AT4G16250","4",9195602,9199486
"AT4G36550","4",17245400,17247926
"AT4G34180","4",16370060,16371383
"AT4G16240","4",9192336,9192568
"AT4G36500","4",17226139,17226507
"AT4G36510","4",17228777,17229451
"AT4G36540","4",17243699,17244965
"AT4G09040","4",5795075,5797315
"AT4G09070","4",5802308,5803392
"AT4G14230","4",8200850,8203130
"AT4G08960","4",5746326,5747994
"AT4G34140","4",16350942,16354022
"AT4G14310","4",8237137,8240324
"AT4G09120","4",5813998,5815035
"AT4G14330","4",8244228,8247286
"AT4G16270","4",9205038,9206483
"AT4G28620","4",14135526,14137953
"AT4G14170","4",8176709,8178142
"AT4G36640","4",17277187,17278447
"AT4G28630","4",14138535,14140895
"AT4G09020","4",5784099,5788839
"AT4G07526","4",4358652,4359201
"AT4G07524","4",4345348,4345975
"AT4G28730","4",14199174,14200712
"AT4G34120","4",16341194,16342893
"AT4G36660","4",17285953,17287281
"AT4G28720","4",14192688,14193968
"AT4G14165","4",8174598,8175715
"AT4G02540","4",1117202,1119670
"AT4G34190","4",16372606,16373511
"AT4G09010","4",5777502,5779338
"AT4G14340","4",8248532,8251668
"AT4G36650","4",17283283,17285527
"AT4G28650","4",14144155,14147276
"AT4G02500","4",1101638,1103345
"AT4G36630","4",17272088,17276524
"AT4G09030","4",5792249,5792632
"AT4G16265","4",9202529,9203975
"AT4G36580","4",17257958,17260661
"AT4G14190","4",8183594,8185180
"AT4G36570","4",17254660,17254836
"AT4G14210","4",8190426,8194769
"AT4G14200","4",8185524,8188667
"AT4G34138","4",16348267,16349858
"AT4G36590","4",17261146,17262189
"AT4G14180","4",8178330,8183515
"AT4G36600","4",17263666,17264968
"AT4G09110","4",5812488,5813396
"AT4G34131","4",16343268,16344713
"AT4G36620","4",17268906,17269662
"AT4G14300","4",8231179,8232785
"AT4G34135","4",16345476,16347016
"AT4G36610","4",17265545,17267274
"AT4G27400","4",13705341,13706637
"AT4G09100","4",5811256,5811654
"AT4G28670","4",14151387,14153935
"AT4G25620","4",13067447,13069296
"AT4G14000","4",8090851,8092347
"AT4G33925","4",16263292,16264064
"AT4G34290","4",16410883,16412122
